a	a a N
a	a a  N
a	a a  N
a	a N
a	a   N
a	a a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a a  N
a	a a a N
a	a a a  N
a	a a   N
a	a a   N
a	a a a  N
a	a a  N
a	a a   N
a	a a   N
a	a a a N
a	a a a N
a	a a  N
a	a a a  N
a	a a N
a	a a a  N
a	a a a  N
a	a a N
a	a  a  N
a	a  a N
a	a a  N
a	a a a N
a	a a a  N
a	 a a  N
a	 a a N
a	 a a  N
a	 a a N
a	 a a  N
a	 a a N
a	 a a  N
a	 a  N
a	 a  N
a	 a a N
a	 a a N
a	 a N
a	 a a N
a	 a a N
a	 a a  N
a	 a   N
a	 a  N
a	 a a N
a	 a N
a	 a N
a	 a  N
a	 a a  N
a	 a a  N
a	 a  N
a	 a a  N
a	 a a N
a	 a a N
a	 a  N
a	 a   N
a	   N
a	a a  N
a	a a a N
a	a a a  N
a	a a   N
a	a a   N
a	a a a N
a	a a a N
a	a a N
a	a a a  N
a	a a a N
a	a a   N
a	a a  N
a	a a  N
a	a a a N
a	a a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a a N
a	a a a N
a	a a   N
a	a a  N
a	a a   N
a	a a N
a	a a a  N
a	a a N
a	a a a  N
a	a a  N
a	a  a N
a	a a N
a	a a  N
a	a a a  N
a	a a a  N
a	a a a  N
a	a a   N
a	a a a N
a	a a a  N
a	a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a   N
a	a  a N
a	a  a  N
a	a  N
a	a  a  N
a	a    N
a	a a  N
a	a a a N
a	a a   N
a	a a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a N
a	a a  N
a	a a   N
a	a a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a a  N
a	a a N
a	a a a  N
a	a a  N
a	a a a  N
a	a a a  N
a	a a   N
a	a a a N
a	a a a  N
a	a a a  N
a	a a a N
a	a a a N
a	a a a  N
a	a a N
a	a a a N
a	a a a  N
a	a a  N
a	a  N
a	a  a N
a	a  a  N
a	a   N
a	a a a  N
a	a a a  N
a	a a a N
a	a a a  N
a	a a  N
a	a a   N
a	a a a N
a	a a   N
a	a a  N
a	a a a N
a	a a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a a  N
a	a a a N
a	a a a N
a	a a a  N
a	a a N
a	a a  N
a	a a a  N
a	a a a  N
a	a a a N
a	a a  N
a	a a a  N
a	a a a  N
a	a a a N
a	a a  N
a	a a  N
a	a a   N
a	a a   N
a	a a a  N
a	a a   N
a	a a  N
a	a a   N
a	a a  N
a	a  a N
a	a  a  N
a	a a  N
a	a  N
a	a a N
a	a a a N
a	a a a N
a	a a a N
a	a a a  N
a	a a a  N
a	a a   N
a	a a   N
a	a a a N
a	a a   N
a	a a a N
a	a a a  N
a	a a a N
a	a a a N
a	a a   N
a	a a N
a	a a  N
a	a a a N
a	a a a N
a	a a a  N
a	a a   N
a	a  a N
a	a  a N
a	a a  N
a	a a a  N
a	a a a N
a	a a a  N
a	a a a  N
a	a a a N
a	a a a  N
a	a a  N
a	a a  N
a	 a   N
a	 a a  N
a	 a N
a	 a a N
a	 a  N
a	 a a  N
a	 a a N
a	 a a  N
a	 a  N
a	 a a N
a	  a N
a	  a  N
a	a a N
a	a a a  N
a	a a   N
a	a a a  N
a	a a  N
a	a a a N
a	a a a  N
a	a a  N
a	a a a  N
a	a a  N
a	a a a  N
a	a a a N
a	a    N
a	a   N
a	a a a  N
a	a a a N
a	a a a N
a	a a   N
a	a a  N
a	a a a  N
a	a a a N
a	a a N
a	a a  N
a	 a a N
a	 a a  N
a	 a   N
a	 a   N
a	 a a N
a	 a a N
a	 a   N
a	 a a  N
a	 a a  N
a	 a   N
a	 a   N
a	 a a  N
a	  a  N
a	a a a  N
a	a a   N
a	a a  N
a	 a a  N
a	 a a N
a	 a a  N
a	 a N
a	 a  N
a	  a  N
a	   N
a	a a a  N
a	a a a  N
a	a a N
a	a a a  N
a	a a   N
a	a   N
a	 a a  N
a	 a   N
a	 a a  N
a	 a a N
a	 a a N
a	 a a N
a	 a   N
a	  N
a	a a a N
a	a a a N
a	a a a N
a	a a a N
a	a a a N
a	a a a N
a	a a a N
a	 a a N
a	 a a N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a a N
a	 a   N
a	 a a N
a	 a a N
a	 a a N
a	 a a N
a	 a a  N
a	 a   N
a	 a  N
a	 a  N
a	 a a  N
a	 a a  N
a	 a  N
a	  a N
a	  a  N
a	   N
a	 a  N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a a  N
a	 a   N
a	 a a  N
a	 a   N
a	 a  N
a	 a a  N
a	 a  N
a	 a a  N
a	 a a  N
a	 a a N
a	 a a  N
a	 a a  N
a	 a   N
a	 a a  N
a	 a a  N
a	  a  N
a	   N
a	  a N
a	 a  N
a	 a N
a	 a a  N
a	 a  N
a	 a   N
a	 a a  N
a	  N
a	a a a  N
a	a a a N
a	a a a N
a	a a N
a	a a  N
a	a a a N
a	a a   N
a	a a a  N
a	a a a  N
a	a a a  N
a	a a  N
a	a   N
